Gene_name	interaction_scores	phylogenetic_scores	motif_score	pa_score	single_cell_score	ciliacarta	total_score_sums	is.ciliary
NUDCD3	0.747503805340503	0	0	0	0.0935844970688052	-2.50385264828901	0.841088302409308	1
ODF1	0.348304872158008	0	0	0	0	-7.30792778552683	0.348304872158008	1
ODF3	0.643598734130636	0	0	1	0	-4.92581632039316	1.64359873413064	1
ONECUT2	0	0	0	0	0	-7.2917385474275	0	1
OPN3	0	0	0	0	0	-8.77644957451316	0	1
OPN4	0.394185526086748	0	0.206012245631511	0	0	-8.77644957451316	0.600197771718259	1
OPN5	0	0	0	0	0	-7.2917385474275	0	1
OSBPL6	0.65998927868049	0	0	0	0.583106585812793	2.98535126842559	1.24309586449328	1
OSCP1	0	1	0.488415387211295	0.2	0.851561805831992	1.50714308688295	2.53997719304329	1
OXCT2	0.314675014800812	0	0	0	0	-7.2917385474275	0.314675014800812	1
PABPC1L	0.586578266901208	0	0	0	0	2.36370824279533	0.586578266901208	1
PAM	0.698657616337789	0	0.454708584546035	0.2	0.446158921840999	-7.2917385474275	1.79952512272482	1
PCDHB15	0	0	0	0	0	-7.2917385474275	0	1
PDC	0.691739087657592	0	0	0	0	-4.69654438512268	0.691739087657592	1
PDE1C	0.615932729499526	0	0	0	0	-7.2917385474275	0.615932729499526	1
PEX6	0.478127680319526	0	0	0	0.141598756119413	-5.9162294123353	0.619726436438939	1
PFKM	0.607626997949488	0	0	0	0	-0.304481652968796	0.607626997949488	1
PFN2	0.627863156499337	0	0	0	0.694842451292741	2.73991246638965	1.32270560779208	1
PGAM4	0.327646330192591	0	0	0	0	-5.99567300315226	0.327646330192591	1
PGK2	0.356330295181569	0	0	0	0	-5.18429643635846	0.356330295181569	1
PHC1	0.326894082716452	0	0	0.2	0.127069812022963	1.91552448195211	0.653963894739415	1
PHLPP2	0.682142288667797	0	0	0.2	0	-4.18079899212224	0.882142288667797	1
PHTF1	0	0	0.570260649643344	0.2	0.594438450158448	1.50714308688295	1.36469909980179	1
PIGS	0.427393046283108	0	0	0	0.0644336345466897	2.14864352094694	0.491826680829798	1
PIH1D2	0.464258763391976	0.9	0.206012245631511	0.2	0.649998991926163	3.91602240669301	2.42027000094965	1
PIK3C3	0.702919009983709	0	0	0.2	0	-0.0744446674081489	0.902919009983709	1
PIN1	0.657595357239434	0	0	0.2	0.382110876481054	2.10439766684127	1.23970623372049	1
PKHD1L1	0	0	0.29000223635399	0.2	0	-5.23892184898406	0.49000223635399	1
PKIG	0.808968973535611	0	0	0	0.588884002529762	2.64998551269769	1.39785297606537	1
PKM	0.675672172276198	0	0	0	0	-0.996824611872615	0.675672172276198	1
PLCB4	0	0	0.29000223635399	0.2	0.422714139031201	2.4058389497566	0.912716375385191	1
PLEKHB1	0.575063076202116	0	0	0	0.620008131654279	5.25179341671642	1.1950712078564	1
PMM2	0.357670560635283	0	0	0.2	0	-6.03252003259719	0.557670560635283	1
POR	0.515681785791085	0	0	0	0.489183976124941	2.21497286318419	1.00486576191603	1
PPEF2	0.491204489273082	0	0	0	0	-6.18125541220833	0.491204489273082	1
PPID	0.73641557905579	0	0	0	0.197131809311216	4.99448917262771	0.933547388367006	1
PPP1R7	0.639525978789097	0	0.340260480708051	0	0.493260626774272	3.45691408156205	1.47304708627142	1
PPP2CB	0.713571004811602	0	0	0	0.452380535575784	1.66476417729712	1.16595154038739	1
PPP2R1A	0.713465971469158	0	0	0	0.364767973097643	-0.193906456625872	1.0782339445668	1
PRCD	0	0	0	0	0	-8.77644957451316	0	1
PRKACB	0.758839415809864	0	0	0	0	-1.6487447432299	0.758839415809864	1
PRKAR1A	0.736717321423617	0	0	0.2	0.450530586170159	2.62856694559337	1.38724790759378	1
PRKAR1B	0.722608026383821	0	0	0.2	0	-5.16810719825913	0.922608026383821	1
PRKAR2A	0.720070057444737	0	0	0.6	0.466199215973036	-1.1974039008621	1.78626927341777	1
PRKAR2B	0.755641258656819	0	0.29000223635399	0	0	2.61815382514702	1.04564349501081	1
PROM2	0.457116763800055	0	0	0.2	0	-5.23892184898406	0.657116763800055	1
PSEN1	0.615876194239725	0	0.29000223635399	0.2	0	-7.77295213027693	1.10587843059372	1
PSEN2	0.568792692894543	0	0	0	0	-4.91273196809907	0.568792692894543	1
PSMC2	0.642486838714863	0	0	0	0	2.17201577040848	0.642486838714863	1
PSMC5	0.668092340985938	0	0.29000223635399	0.2	0.11864401046501	2.21497286318419	1.27673858780494	1
PTCHD3	0.527627539813919	0	0	0	0	-5.99567300315226	0.527627539813919	1
PTGS1	0.353957356695014	0	0	0.2	0	-8.77644957451316	0.553957356695014	1
PTH1R	0.590445019078108	0	0	0.2	0	-7.30792778552683	0.790445019078108	1
PTPN23	0.761236589721912	0	0	0	0	-3.69304694088645	0.761236589721912	1
PTPRK	0.512328935788416	0	0.570260649643344	0	0	-7.30792778552683	1.08258958543176	1
RAB7A	0.664584475951943	0	0	0	0	-1.56941559171808	0.664584475951943	1
RAB15	0.488653938598503	0	0	0	0	-5.97807279512256	0.488653938598503	1
RAB27A	0.461057002990455	0	0	0	0.361793527146577	-7.2917385474275	0.822850530137032	1
RAB35	0.672245466800889	0	0	0	0	-7.77295213027693	0.672245466800889	1
RAB36	0.443478685586222	0	0.29000223635399	0.2	0.737608304386495	1.50714308688295	1.67108922632671	1
RABGAP1L	0.464784865195201	0	0.51269643845783	0	0.457418093249583	-5.23892184898406	1.43489939690261	1
RALGAPA1	0.531348516919311	0	0	0	0.370321625376846	2.82595108429818	0.901670142296157	1
RAPGEF2	0.597788369658395	0	0.488415387211295	0	0	2.08808444074215	1.08620375686969	1
RBKS	0.541945363366722	0	0	0.6	0	3.63077443605132	1.14194536336672	1
RGS9	0.602236024991091	0	0	0	0.309463839056882	-4.69654438512268	0.911699864047973	1
RGS9BP	0.401323895740736	0	0	0	0	-6.18125541220833	0.401323895740736	1
RGS22	0.694594305230603	0.9	0.786906372365585	0.2	0.65940792660789	1.55010017965866	3.24090860420408	1
RIBC1	0.545438401820894	1	0.340260480708051	0.2	0.64950510728216	7.04315120009761	2.7352039898111	1
RIBC2	0.507268631781284	1	0.614216813104847	0.6	0.577979526566587	6.47210830821763	3.29946497145272	1
RILP	0.311603258113677	0	0	0	0	-8.77644957451316	0.311603258113677	1
RNF38	0.467164774874606	0	0	0	0	-7.2917385474275	0.467164774874606	1
RO60	0.385193492298178	0	0	0	0.071593495517034	-4.91273196809907	0.456786987815212	1
ROPN1B	0	0.9	0	0.4	0	-5.23892184898406	1.3	1
RRAD	0.624541178396131	0	0	0.6	0.698018481682492	2.65659925441159	1.92255966007862	1
RRH	0	0	0	0	0	-7.2917385474275	0	1
RSPH10B	0	0	0.29000223635399	1	0.156248973878385	4.63427188028755	1.44625121023238	1
RSPH10B2	0	0	0	1	0.129332245501334	3.63077443605132	1.12933224550133	1
RSPH14	0.624954064848167	0	0.636957674488398	0.6	0.345075439692912	3.91602240669301	2.20698717902948	1
SAG	0.460773245960969	0	0	0	0	-3.32103525003047	0.460773245960969	1
SAXO2	0	1	0.85686677950426	0.6	0.950811495259156	1.55010017965866	3.40767827476342	1
SCCPDH	0.458382991091901	0	0	0.2	0.10023293939841	2.06144057406555	0.758615930490311	1
SCNN1A	0.495363200220681	0	0.29000223635399	0.2	0.508304960577402	-5.9162294123353	1.49367039715207	1
SEC61A2	0.455825307180013	0	0	0	0	1.8887829822992	0.455825307180013	1
SEC63	0.588715951531169	0	0	0.2	0.326957871063172	3.31485819622322	1.11567382259434	1
SEPTIN4	0.768703137377081	0	0	0.2	0	-6.73649697981792	0.968703137377081	1
SEPTIN9	0.774204965196392	0	0	0.2	0.381499579727785	-3.70923617898578	1.35570454492418	1
SEPTIN12	0.847865014135124	0	0	0	0	-8.77644957451316	0.847865014135124	1
SF3A1	0.604805860366719	0	0	0	0	2.36370824279533	0.604805860366719	1
SF3B2	0.534965029323096	0	0	0	0.395638610489109	1.73109351953438	0.930603639812205	1
SFI1	0.731816461094472	0	0.29000223635399	0	0.181913711912938	-2.55065684478907	1.2037324093614	1
SHANK2	0.590575134317939	0	0.51269643845783	0.2	0.496405148193983	2.55359762389489	1.79967672096975	1
SHROOM3	0.572533068621675	0	0.595619793568828	0.2	0.634153253032886	3.65348295693392	2.00230611522339	1
SKP1	0.621696936367247	0	0	0	0.3803802586468	1.73109351953438	1.00207719501405	1
SLC9B1	0.347223608473287	0	0	0	0	-7.2917385474275	0.347223608473287	1
SLC9B2	0	0	0	0	0	-8.77644957451316	0	1
SLC9C1	0	0	0	0	0	-5.37960839889753	0	1
SLC22A4	0.42905767510686	0	0	0.2	0.569227238034262	1.9395976392392	1.19828491314112	1
SLC25A31	0.396345836605066	0	0	0	0	-7.30792778552683	0.396345836605066	1
SLC26A3	0.627479085679397	0	0	0	0	-8.77644957451316	0.627479085679397	1
SLC26A6	0.370605692791312	0	0	0	0	-5.9162294123353	0.370605692791312	1
SLC27A2	0.394844344080887	0	0	0.2	0.617431662077145	2.51064053111917	1.21227600615803	1
SLIRP	0.422629820601817	0	0	0	0	-3.56050079937464	0.422629820601817	1
SNTN	0	0	0.694746747231159	0.6	0.97851682404409	1.9395976392392	2.27326357127525	1
SORD	0.478039041447591	0	0	0.2	0.16825161861668	-3.50605356190001	0.846290660064271	1
SPAG4	0.600444003294958	0	0	0	0	-5.9162294123353	0.600444003294958	1
SPATA4	0	1	0.29000223635399	0	0.313408307978004	5.77711430610229	1.60341054433199	1
SPATA6	0.338189886399162	0	0.860221211419655	0.2	0.639896941964545	1.50714308688295	2.03830803978336	1
SPATA17	0.390567368309648	1	0.905820444879811	0.6	0.722254276324219	4.06322898840757	3.61864208951368	1
SPTAN1	0.685381520453475	0	0	0	0.338801963488736	2.82595108429818	1.02418348394221	1
SPTBN5	0.625042688478875	0	0	0	0	-7.77295213027693	0.625042688478875	1
SQSTM1	0.768600223141812	0	0	0	0.357122003140585	-7.2917385474275	1.1257222262824	1
STAT3	0.65385713102273	0	0	0	0.389983206351144	-4.54780900551154	1.04384033737387	1
STK33	0.514910109648674	0	0.933637002076345	0.2	0.935505578570391	2.64998551269769	2.58405269029541	1
STRC	0.512137790961679	0	0	0	0	-8.77644957451316	0.512137790961679	1
TACR1	0.273385696223557	0	0	0	0	-7.2917385474275	0.273385696223557	1
TACR2	0.597261494810896	0	0	0	0.310203756370114	-7.2917385474275	0.90746525118101	1
TACR3	0.231180198218268	0	0	0	0	-8.77644957451316	0.231180198218268	1
TAS2R4	0	0	0	0	0	-8.77644957451316	0	1
TAS2R43	0	0	0	0	0	-5.99567300315226	0	1
TAS2R46	0	0	0	0	0	-5.99567300315226	0	1
TBC1D31	0.845028387460367	0	0.29000223635399	0.1	0	-5.23892184898406	1.23503062381436	1
TBCC	0.550212894656455	0	0	0	0	-3.69304694088645	0.550212894656455	1
TCEA2	0.587176915550506	0	0	0.1	0.151402445199481	1.63283485370481	0.838579360749987	1
TCP11	0.382474510592812	0	0	0	0	-5.23892184898406	0.382474510592812	1
TEKT3	0	0	0.454708584546035	1	0.157446225720348	1.55010017965866	1.61215481026638	1
TEX9	0.709538655294612	0.9	0.738166137225601	0.2	0.684996862277842	5.35197440328549	3.23270165479805	1
TEX26	0	0	0.454708584546035	0.2	0.290480673753269	1.9395976392392	0.945189258299304	1
TMEM80	0.300853856105998	0	0	0	0.0854017988169833	-5.50263532992612	0.386255654922981	1
TMEM141	0	0	0	0.2	0.156488989879686	-7.30792778552683	0.356488989879686	1
TMEM218	0.502902881814787	0	0	0	0.214184903329105	-0.141777524979007	0.717087785143892	1
TMEM232	0	0	0.909266486178871	0.2	0.75540212355875	1.55010017965866	1.86466860973762	1
TOGARAM2	0.58394407326643	0	0.519447037497312	0.2	0.682635463855102	3.91602240669301	1.98602657461884	1
TP53BP1	0.621659944386149	0	0	0.2	0.521871059280995	4.61089963082601	1.34353100366714	1
TPGS1	0.764587375727947	0	0.206012245631511	0	0.0833561242540279	-3.87936178338122	1.05395574561349	1
TPPP3	0.415850386906373	1	0.206012245631511	0.2	0.924152452477458	4.34847695904926	2.74601508501534	1
TRIM59	0	0	0	0	0	-4.25947449396539	0	1
TSNAXIP1	0.568610878477942	0	0.65935091118967	0.2	0.366711503127315	1.50714308688295	1.79467329279493	1
TSPEAR	0	0	0	0	0	-8.77644957451316	0	1
TSSK1B	0.613554436475558	0	0	0	0	-7.2917385474275	0.613554436475558	1
TTC21A	0.749527577211979	1	0.454708584546035	0.3	0.619296297643464	3.36823498629223	3.12353245940148	1
TTLL4	0.573575655456111	0	0	0.6	0	-1.38371874335686	1.17357565545611	1
TTLL7	0	0	0.488415387211295	0	0.539245452115884	-1.58235011636499	1.02766083932718	1
TTLL11	0	0	0.375232884126719	0	0.419998113714117	-7.30792778552683	0.795230997840836	1
TUBA1B	0.769870718384539	0	0	0	0	3.0180644051739	0.769870718384539	1
TUBA3D	0.548601474311979	0	0	0	0	2.60447032276473	0.548601474311979	1
TUBB	0.789611065955201	0	0	0.6	0	0.780317397216938	1.3896110659552	1
TUBB4A	0.711047707446168	0	0	0.6	0	-0.688204391769387	1.31104770744617	1
TUBG1	0.848064528014567	0	0	0	0.0889817293021554	-1.58560482981741	0.937046257316722	1
TULP2	0.720004894082758	0	0	0.4	0	-7.2917385474275	1.12000489408276	1
TULP4	0.402958837160516	0	0	0.6	0.254590372482922	-7.30792778552683	1.25754920964344	1
TXNDC8	0	0	0	0	0	-8.77644957451316	0	1
UBE2B	0.555870040383895	0	0	0	0	-5.16810719825913	0.555870040383895	1
ULK3	0.644327359637908	0	0	0	0	-7.2917385474275	0.644327359637908	1
UNC119B	0.745399981292955	1	0	0.6	0.616620667331014	2.2683496532532	2.96202064862397	1
USP11	0.633327802570028	0	0	0.2	0.388929713855084	-2.09025856587983	1.22225751642511	1
VDAC1	0.605505739729363	0	0	0	0	-7.77295213027693	0.605505739729363	1
VPS35	0.607285535406328	0	0	0	0.501825677055825	1.81914969619958	1.10911121246215	1
VWA3B	0	0	0.913750158972124	0.6	0.774984563427763	1.9395976392392	2.28873472239989	1
WDR5B	0.624604921058774	0	0	0.2	0	-1.6253072091407	0.824604921058774	1
WDR31	0.46618316553065	0	0.454708584546035	0	0.328853276108261	-0.141777524979007	1.24974502618495	1
WDR47	0.572156623526713	0	0	0	0.0951173781997948	4.07364349710719	0.667274001726508	1
WRAP53	0.464087703711809	0	0	0.2	0.234119243789129	2.64998551269769	0.898206947500938	1
YWHAE	0.75110000596675	0	0	0	0.389490996429301	2.54070311365649	1.14059100239605	1
YWHAG	0.729717083452479	0	0	0	0	-5.17775796797211	0.729717083452479	1
YWHAQ	0.728475330245447	0	0	0	0	2.14864352094694	0.728475330245447	1
ZBBX	0.515938014673192	0	0.927022568805008	0.6	0.828243734514619	1.9395976392392	2.87120431799282	1
ZFYVE19	0.580544592217631	0	0	0	0	-7.30792778552683	0.580544592217631	1
ZMYND12	0.589846099720004	1	0.29000223635399	0.2	0.324480173192417	7.04315120009761	2.40432850926641	1
ZNF474	0.411403472403682	1	0	0.2	0.423795479111314	3.91602240669301	2.035198951515	1
ZSCAN18	0.442261572038115	0	0	0	0.503577803099687	1.55010017965866	0.945839375137802	1
AASDHPPT	0.57245011984336	0	0	0	0.0931152187766997	-4.23542440474783	0.66556533862006	0
ABCA2	0.606382431629238	0	0	0	0	-4.91273196809907	0.606382431629238	0
ABCA3	0.441045430849119	0	0	0.2	0	-5.9162294123353	0.641045430849119	0
ABCA9	0	0	0	0	0	-7.2917385474275	0	0
ABCA10	0	0	0	0	0	-6.38310584313376	0	0
ABCD1	0.393722020805355	0	0	0	0.250798499529857	-6.92049494554533	0.644520520335212	0
ABCD2	0	0	0	0	0	-2.49499230706809	0	0
ABCD3	0.465185747513486	0	0	0.2	0.434213631398921	-2.31753780579424	1.09939937891241	0
ABCG4	0	0	0	0	0	-8.77644957451316	0	0
ABCG8	0	0	0	0	0	-8.77644957451316	0	0
ACAD8	0.328849915323908	0	0	0.2	0	-6.28824110319128	0.528849915323908	0
ACADM	0.482158837633783	0	0	0.6	0.338878957972418	-4.23542440474783	1.4210377956062	0
ACAN	0.426277119507425	0	0	0	0	-4.88285922761744	0.426277119507425	0
ACAT1	0.542803859860837	0	0	0	0.157124738063877	-1.86759808700668	0.699928597924714	0
ACOT8	0.262779835878046	0	0	0	0.345881391045589	-2.1688024261831	0.608661226923635	0
ACOX2	0.625578353655234	0	0	0	0	-5.9162294123353	0.625578353655234	0
ACP5	0	0	0	0	0	-6.65281822534479	0	0
ACSL3	0.685231230107465	0	0	0	0	-3.69304694088645	0.685231230107465	0
ACSL5	0.4166943863318	0	0	0.2	0	-5.40702990324259	0.6166943863318	0
ACSL6	0.407143255167761	0	0	0	0	-2.30385430341195	0.407143255167761	0
ACSS2	0	0	0	0	0	-5.9162294123353	0	0
ADAMTS2	0.549194413044955	0	0	0	0	-8.77644957451316	0.549194413044955	0
ADAMTS3	0	0	0	0	0	-5.23892184898406	0	0
ADAMTS14	0	0	0	0	0	-7.2917385474275	0	0
ADH1B	0	0	0	0	0	-4.49336176803691	0	0
ADHFE1	0	0	0	0	0	-3.50735009252524	0	0
AFMID	0	0	0	0	0	-8.77644957451316	0	0
AGMAT	0.511665891351581	0	0	0	0	-6.28824110319128	0.511665891351581	0
AKR1C4	0	0	0	0	0	-6.65281822534479	0	0
ALAD	0.486267440804126	0	0	0	0	-7.30792778552683	0.486267440804126	0
ALAS1	0.602891367722401	0	0	0	0.0721049141577728	-8.77644957451316	0.674996281880174	0
ALG1	0.458705659099208	0	0	0	0	-6.30443034129061	0.458705659099208	0
ALG2	0.465906594826751	0	0	0	0.0777305192059004	-4.71273362322201	0.543637114032651	0
ALG3	0.593758269295595	0	0	0	0	-7.77295213027693	0.593758269295595	0
ALG8	0.398651257580659	0	0	0	0.0608537040615177	-5.9162294123353	0.459504961642177	0
ALG10B	0	0	0	0	0	-4.69654438512268	0	0
ALG12	0.68501410869312	0	0	0	0	-7.30792778552683	0.68501410869312	0
AMACR	0.351118923274913	0	0	0.2	0	-5.50263532992612	0.551118923274913	0
AMD1	0	0	0	0	0	-6.3675702547031	0	0
AMY1B	0	0	0	0.2	0	-2.89967581527362	0.2	0
AMY1C	0.556536280125304	0	0	0.2	0	-0.533753588239276	0.756536280125304	0
AMY2A	0.395741875896554	0	0	0	0	-1.5372510324755	0.395741875896554	0
APOA1	0.538006268235239	0	0	0	0	-3.70923617898578	0.538006268235239	0
APOBEC3G	0.756924117652236	0	0	0	0	-8.77644957451316	0.756924117652236	0
ARHGEF9	0	0	0	0	0	-5.5287965723538	0	0
ARSA	0.342732581176699	0	0	0.2	0	-6.28824110319128	0.542732581176699	0
ARSB	0	0	0	0	0	-8.77644957451316	0	0
ARSG	0.357714199844181	0	0	0	0	-6.92049494554533	0.357714199844181	0
ARSH	0	0	0	0	0	-5.37960839889753	0	0
ARSI	0	0	0	0	0	-8.77644957451316	0	0
ASAH1	0	0	0.29000223635399	0	0	-5.17775796797211	0.29000223635399	0
ASAH2	0	0	0	0	0	-6.38310584313376	0	0
ASAH2B	0.448676504450524	0	0	0	0	-6.14966762773453	0.448676504450524	0
ASNS	0.473935016504425	0	0	0	0	-4.91273196809907	0.473935016504425	0
ATP5F1A	0.656923492129446	0	0	0	0	-6.30443034129061	0.656923492129446	0
ATP5MC1	0.388015111800687	0	0	0	0	-7.2917385474275	0.388015111800687	0
ATP5ME	0.500393337795299	0	0	0	0.304855828008256	-6.28824110319128	0.805249165803555	0
ATP5MF	0.542121745994525	0	0	0.2	0.0552280990133902	-6.30443034129061	0.797349845007915	0
ATP5MG	0.564468714706338	0	0	0	0	-4.91273196809907	0.564468714706338	0
ATP5PB	0.551262104217317	0	0	0.2	0	-6.30443034129061	0.751262104217317	0
ATP5PO	0.522160639626767	0	0	0	0	-6.30443034129061	0.522160639626767	0
AUH	0.244161657267418	0	0	0	0.0731277514392505	-7.30792778552683	0.317289408706668	0
B3GNT2	0.46014724109413	0	0	0	0	-6.5059369896305	0.46014724109413	0
B3GNT3	0.423802924861323	0	0	0	0	-8.77644957451316	0.423802924861323	0
B3GNT5	0.629014154545054	0	0	0	0.468881631923075	-2.55065684478907	1.09789578646813	0
B3GNT7	0	0	0	0	0.485335046987473	-7.30792778552683	0.485335046987473	0
B3GNT8	0	0	0	0	0	-8.77644957451316	0	0
B3GNT9	0	0	0	0	0	-5.9162294123353	0	0
B3GNTL1	0	0	0	0.2	0	-3.99122943617505	0.2	0
B4GALT1	0.654148812111089	0	0	0.2	0.360008277747754	-7.2917385474275	1.21415708985884	0
B4GALT2	0.706110113177222	0	0	0.2	0	-8.77644957451316	0.906110113177222	0
B4GALT6	0	0	0	0	0	-3.50735009252524	0	0
BANF1	0.469071564576934	0	0	0	0.38312664257241	-1.75520834377393	0.852198207149344	0
BCAT2	0	0	0	0	0	-3.79259806316693	0	0
BCKDHA	0.551788815002455	0	0	0	0	-6.28824110319128	0.551788815002455	0
BHMT	0.741647792100957	0	0	0	0	-6.71914756758204	0.741647792100957	0
BLVRA	0.610514468946293	0	0.29000223635399	0	0	-3.89555102148055	0.900516705300283	0
BLVRB	0.374879953545991	0	0	0	0	-6.28824110319128	0.374879953545991	0
C1GALT1C1	0.313685305361343	0	0	0	0.345013181555694	-7.2917385474275	0.658698486917037	0
C1QC	0	0	0	0	0	-8.77644957451316	0	0
C1S	0	0	0	0	0	-6.904305707446	0	0
CA2	0.416794837304314	0	0	0	0	-1.28416762107639	0.416794837304314	0
CA5A	0.476002717093406	0	0	0	0	-8.77644957451316	0.476002717093406	0
CA5B	0	0	0	0.2	0	-7.30792778552683	0.2	0
CA7	0	0	0	0	0	-7.2917385474275	0	0
CA9	0.513511344300776	0	0	0	0	-8.77644957451316	0.513511344300776	0
CA12	0	0	0	0	0	-7.30792778552683	0	0
CANX	0.553995990248645	0	0	0	0.284881699463271	-1.28416762107639	0.838877689711916	0
CD3E	0	0	0	0	0	-8.77644957451316	0	0
CD3G	0.488060616783003	0	0	0	0	-8.77644957451316	0.488060616783003	0
CD4	0.532536066949533	0	0	0	0.142680686579736	-5.5287965723538	0.675216753529269	0
CD44	0.628058681502884	0	0.65935091118967	0.2	0	-7.2917385474275	1.48740959269255	0
CDO1	0.519995323870244	0	0.454708584546035	0	0	-7.30792778552683	0.974703908416279	0
CERK	0.307224404340514	0	0	0	0	-7.77295213027693	0.307224404340514	0
CGA	0.559478763322884	0	0	0	0	-8.77644957451316	0.559478763322884	0
CGB5	0	0	0	0	0	-7.2917385474275	0	0
CH25H	0	0	0	0	0	-7.30792778552683	0	0
CHPF2	0.262779835878046	0	0	0	0	-7.77295213027693	0.262779835878046	0
CHRNA2	0	0	0	0	0	-7.2917385474275	0	0
CHRNA4	0.336625501087524	0	0	0	0	-7.30792778552683	0.336625501087524	0
CHRNA5	0.394235851020109	0	0	0	0	-8.77644957451316	0.394235851020109	0
CHRNA9	0.3674104832932	0	0	0	0	-7.2917385474275	0.3674104832932	0
CHRNB4	0.376459290027759	0	0	0	0	-7.2917385474275	0.376459290027759	0
CHRNE	0.345669481179642	0	0	0	0	-7.2917385474275	0.345669481179642	0
CHRNG	0	0	0	0	0	-8.77644957451316	0	0
CHST1	0	0	0	0	0	-7.2917385474275	0	0
CHST2	0	0	0	0	0	-8.77644957451316	0	0
CHST5	0	0	0	0	0	-3.1178526329447	0	0
CHST6	0	0	0	0.2	0.590294012214471	-3.90317325950985	0.790294012214471	0
CHST12	0.286547472506505	0	0	0	0	-8.77644957451316	0.286547472506505	0
CHST13	0	0	0	0	0	-8.77644957451316	0	0
CHST15	0.374879953545991	0	0	0.1	0	-8.77644957451316	0.474879953545991	0
CHSY1	0.319392358668521	0	0.29000223635399	0	0	-8.77644957451316	0.609394595022511	0
CMA1	0.455507887188497	0	0	0	0	-7.2917385474275	0.455507887188497	0
CNDP2	0.538003284134169	0	0	0	0.38425655405979	-5.17775796797211	0.922259838193959	0
COL2A1	0.489529619263604	0	0	0	0	-4.88285922761744	0.489529619263604	0
COL4A1	0.491604975094861	0	0	0	0	-7.77295213027693	0.491604975094861	0
COL4A2	0.420724059191135	0	0	0	0	-6.28824110319128	0.420724059191135	0
COL4A3	0.485573037267169	0	0	0	0	-7.30792778552683	0.485573037267169	0
COL4A4	0.501594453781844	0	0	0	0	-7.2917385474275	0.501594453781844	0
COL4A6	0.51792345462281	0	0	0	0	-5.50263532992612	0.51792345462281	0
COL5A2	0.539138840616028	0	0	0	0	-4.91273196809907	0.539138840616028	0
COL5A3	0.512390167234094	0	0	0.2	0	-7.2917385474275	0.712390167234094	0
COL6A2	0.494205211912064	0	0	0.2	0	-8.77644957451316	0.694205211912064	0
COL7A1	0.358171915312216	0	0	0	0	-7.30792778552683	0.358171915312216	0
COL9A3	0.623784032193302	0	0	0.2	0	-5.9162294123353	0.823784032193302	0
COL11A1	0	0	0	0	0	-6.30443034129061	0	0
COL12A1	0.442303271797653	0	0	0	0	-3.50735009252524	0.442303271797653	0
COL14A1	0.378759231019245	0	0	0	0	-6.30443034129061	0.378759231019245	0
COL15A1	0	0	0	0	0	-8.77644957451316	0	0
COL16A1	0	0	0	0	0	-4.91273196809907	0	0
COL17A1	0.588055972777852	0	0	0	0	-6.28824110319128	0.588055972777852	0
COL24A1	0	0	0	0	0	-8.77644957451316	0	0
COL25A1	0.563959649819886	0	0	0	0	-7.2917385474275	0.563959649819886	0
COL28A1	0	0	0	0.2	0.132963732405698	1.55010017965866	0.332963732405698	0
COX4I1	0.450092520980288	0	0	0	0	-6.28824110319128	0.450092520980288	0
COX5A	0.518173996574048	0	0	0	0	-4.16460975402291	0.518173996574048	0
COX6A1	0.377516997048416	0	0	0	0	-5.9162294123353	0.377516997048416	0
COX6C	0.390949970200776	0	0	0	0.0761962632836837	-6.30443034129061	0.46714623348446	0
COX7A2L	0.202838730829109	0	0	0	0	-4.89904846571677	0.202838730829109	0
COX7C	0.305504918330435	0	0	0	0.0552280990133902	-7.2917385474275	0.360733017343825	0
CP	0.482016380833404	0	0.401654795224114	0.2	0.461398961280353	0.510711714077982	1.54507013733787	0
CPOX	0.560911072632805	0	0	0	0	-8.27470085239504	0.560911072632805	0
CSAD	0.639768539526225	0	0	0.2	0	-5.23892184898406	0.839768539526225	0
CSGALNACT1	0.254246052692035	0	0	0	0	-7.2917385474275	0.254246052692035	0
CSGALNACT2	0.522205261803567	0	0	0	0	-8.77644957451316	0.522205261803567	0
CTDSP2	0.614301389212141	0	0	0	0.111775415459405	-4.38111050549933	0.726076804671546	0
CTRB1	0	0	0	0	0	-7.2917385474275	0	0
CTRB2	0	0	0	0	0	-7.2917385474275	0	0
CTSG	0.435899673845424	0	0	0	0	-8.77644957451316	0.435899673845424	0
CYB5A	0.137684719246773	0	0	0	0	-0.520096337510861	0.137684719246773	0
CYB5R3	0.556843804827859	0	0	0	0	-4.16460975402291	0.556843804827859	0
CYP7A1	0	0	0	0	0	-7.30792778552683	0	0
CYP7B1	0	0	0	0	0	-8.77644957451316	0	0
CYP8B1	0.524075172821442	0	0	0	0	-8.77644957451316	0.524075172821442	0
CYP27A1	0	0	0.375232884126719	0	0	-7.2917385474275	0.375232884126719	0
CYP51A1	0.470232082475095	0	0.29000223635399	0	0	-4.91273196809907	0.760234318829085	0
DAD1	0.638386810685855	0	0.340260480708051	0	0.0383512838690077	-3.87936178338122	1.01699857526291	0
DBT	0.624228905318321	0	0	0.2	0	-4.91273196809907	0.824228905318321	0
DCP1B	0.642654643385989	0	0	0	0	-2.98773199193882	0.642654643385989	0
DCP2	0.401182776416996	0	0	0	0	-7.2917385474275	0.401182776416996	0
DDC	0.482787433774732	0	0	0	0	-7.2917385474275	0.482787433774732	0
DECR1	0.315580939238	0	0	0	0	-6.28824110319128	0.315580939238	0
